species,temp_opt_min,Temp_Opt_Max,Rain_Opt_Min,Rain_Opt_Max,Lat_Opt_Min,Lat_Opt_Max,Alt_Opt_Min,Alt_Opt_Max,pH_Opt_Min,pH_Opt_Max,Light_Opt_Min,Light_Opt_Max,Texture_Ops
Brassica rapa Pak Choi,20,25,900,1400,20,20,---,---,5.5,7,very bright,clear skies,"medium, light"
Brassica rapa var. rapifera,10,17,900,1400,35,-,---,---,6,6.8,clear skies,clear skies,"medium, light"
Bridelia micrantha,18,28,800,2500,-,-,---,---,5,7,clear skies,very bright,"heavy, medium, light, wide, organic"
Bromus carinatus,10,18,500,900,30,30,---,---,6,7,very bright,cloudy skies,medium
Bromus inermis,12,25,600,1000,-,-,---,---,5.5,7,very bright,cloudy skies,"medium, light"
Bromus marginatus,10,21,400,800,20,20,---,---,6,6.6,very bright,clear skies,medium
Bromus tomentellus,12,19,400,1000,-,-,---,---,6,7,very bright,clear skies,"heavy, medium, light"
Bromus unioloides,14,24,600,1000,20,-,---,---,6,7,very bright,clear skies,"heavy, medium, light"
Buchanania latifolia,32,42,1000,1500,10,10,---,---,5.5,6,clear skies,light shade,medium
Buchloe dactyloides,17,25,400,800,-,-,---,---,7,7.5,very bright,very bright,heavy
Buckinghamia celsissima,22,32,1300,1800,15,15,---,---,5,6,very bright,clear skies,"heavy, organic"
Bursera simaruba,18,28,600,2000,5,5,---,---,5,6.5,very bright,clear skies,"light, wide"
Butea monosperma,20,38,1000,3000,-,-,---,---,6,7,very bright,clear skies,"heavy, medium"
Butomus umbellatus,15,24,400,1000,44,42,---,---,5,8,clear skies,very bright,"heavy, medium, light, wide, organic"
Butyrospermum paradoxum ssp. parkii,29,38,500,1000,10,10,---,---,6,7,very bright,very bright,"heavy, medium, light, organic"
Caesalpinia coriaria,18,30,1000,2000,-,-,---,---,6.5,7.5,very bright,very bright,"heavy, medium, light"
Caesalpinia sappan,22,28,1300,2300,-,-,---,---,6,7,very bright,very bright,"heavy, medium, light"
Calamagrostis epigeios,8,27,500,800,40,38,---,---,5,9,very bright,clear skies,"medium, light"
Calamus caesius,23,30,2500,3200,-,-,---,---,5.5,7,clear skies,light shade,"heavy, organic"
Calamus erinaceus,24,32,2500,4000,-,-,---,---,6.8,7.2,clear skies,light shade,"heavy, medium"
Calamus peregrinus,22,30,1400,2200,15,15,---,---,4,4.5,clear skies,light shade,"medium, organic"
Calathea allouia,22,31,1000,2000,-,-,---,---,6,7,very bright,clear skies,"medium, organic"
Calendula officinalis,16,26,500,800,30,25,---,---,5.5,7,very bright,very bright,"medium, light"
Calliandra calothyrsus,22,30,2000,4000,-,-,---,---,5,6,very bright,cloudy skies,"medium, light"
Callitris columellaris,24,34,1000,1500,12,12,---,---,5.5,6.5,very bright,very bright,"medium, light"
Callitris endlicheri,18,32,550,800,24,24,---,---,5.5,6.5,very bright,clear skies,light
Callitris glauca,22,30,350,600,23,23,---,---,5.5,6.5,very bright,very bright,"medium, light"
Callitris macleayana,20,28,1300,1700,27,16,---,---,5.5,6.5,very bright,clear skies,"medium, light"
Callitris preissii var. Murray,16,33,350,450,33,33,---,---,5.5,6.5,very bright,very bright,"medium, light"
Callitris preissii ssp. preissii,20,28,650,850,33,33,---,---,5,6.5,very bright,clear skies,light
Callitris preissii var. verrucosa,22,35,300,350,27,27,---,---,5.5,6.5,very bright,very bright,"medium, light"
Calophyllum apetalum,30,35,3000,6000,10,10,---,---,5,6,very bright,cloudy skies,medium
Calophyllum brasiliense,20,30,1500,6000,-,-,---,---,5,7,clear skies,very bright,"heavy, medium, organic"
Calophyllum elatum,28,33,4000,6000,10,10,---,---,5.5,6.5,very bright,cloudy skies,medium
Calophyllum peekelii,20,30,2500,3000,-,-,---,---,5.5,6.5,very bright,clear skies,"heavy, medium, light"
Calotropis procera,15,30,300,400,10,-,---,---,5.5,7,very bright,very bright,light
Caltha palustris,14,23,600,900,-,-,---,---,5.5,6.5,very bright,clear skies,"heavy, medium"
Camellia sinensis var. assamica,20,30,3000,4000,-,-,---,---,4.5,5.5,very bright,clear skies,"medium, organic"
Camellia sinensis var. sinensis,20,30,1400,2000,-,-,---,---,4.5,5.5,very bright,clear skies,"heavy, medium, light"
Campanula rapunculus,12,18,700,900,-,-,---,---,6.5,7,very bright,clear skies,light
Canarium ovatum,22,34,2000,3000,-,-,---,---,5,6,very bright,clear skies,"heavy, medium, light"
Cannabis sativa ssp. indica,15,28,600,1200,35,30,---,---,6,7,very bright,clear skies,"medium, organic"
Capparis decidua,30,42,300,600,-,-,---,---,7,7.5,very bright,very bright,light
Capparis spinosa,13,27,500,1000,30,30,---,---,6.5,7.5,very bright,very bright,"medium, light"
Capparis tomentosa,24,34,500,1000,10,5,---,---,6.5,8,very bright,very bright,"medium, light"
Capsicum baccatum var. pendulum,20,26,600,1250,10,-,---,---,6,6.5,very bright,very bright,"heavy, medium"
Capsicum chinense,20,26,600,1250,20,20,---,---,6,6.5,very bright,very bright,"heavy, medium"
Capsicum pubescens,15,24,600,1250,-,-,---,---,6,6.5,very bright,very bright,"heavy, medium"
Caragana intermedia,15,30,250,450,40,40,---,---,6,7,very bright,very bright,"medium, light"
Caragana korshinskii,15,30,250,450,40,40,---,---,6,7,very bright,very bright,"medium, light"
Caragana microphylla,15,30,250,500,40,40,---,---,6,7,very bright,very bright,"medium, light"
Carallia lucida,22,32,2000,4000,10,10,---,---,5.5,6.5,cloudy skies,light shade,"heavy, medium"
Carapa guianensis,20,30,1900,4000,-,-,---,---,5.5,7,very bright,very bright,"heavy, medium, light, wide, organic"
Cardwellia sublimis F.Muell,22,30,2000,3000,16,16,---,---,5,6,very bright,clear skies,"heavy, medium, light"
Carica pubescens,17,22,1000,1700,-,-,---,---,6,7,very bright,clear skies,"medium, organic"
Cariniaria pyriformis,25,30,2500,3500,1,1,---,---,5,6,very bright,cloudy skies,"heavy, medium"
Carissa carandas,23,30,1000,1400,-,-,---,---,6.5,8,very bright,cloudy skies,"medium, light"
Carissa edulis,20,35,9000,1300,-,-,---,---,6.5,7.5,very bright,cloudy skies,"medium, light"
Carissa macrocarpa,23,28,800,1200,20,-,---,---,5.5,6.5,very bright,very bright,"heavy, medium, light"
Carludovica palmata,24,32,1200,1800,-,-,---,---,5,6,cloudy skies,light shade,medium
Carpinus betulus,10,20,500,1000,-,-,---,---,5,7,clear skies,very bright,medium
Carum carvi,16,20,700,1000,-,-,---,---,6,7,very bright,clear skies,medium
Caryocar nuciferum,21,28,1600,2000,-,-,---,---,6,6.5,very bright,clear skies,"medium, light"
Caryodendron orinocense,20,29,1200,3000,-,-,---,---,5,6,very bright,clear skies,"heavy, medium, light"
Caryota urens,24,32,1400,2400,-,-,---,---,6,7.5,very bright,light shade,medium
Cassia auriculata,22,30,1200,1600,-,-,---,---,6,7,very bright,very bright,"medium, light"
Cassia brewsteri,22,35,1000,1200,17,17,---,---,5,6,very bright,clear skies,medium
Cassia rotundifolia,20,28,700,1500,-,-,---,---,5.5,6.2,very bright,very bright,light
Cassia senna,22,28,750,1300,-,-,---,---,5.5,6.5,very bright,clear skies,light
Cassia siamea,23,33,650,1500,-,-,---,---,5.5,6.5,very bright,very bright,"medium, light"
Cassia tomentosa,10,20,700,1500,-,-,---,---,5.5,6.5,clear skies,very bright,"heavy, medium, light, wide, organic"
Castanea crenata,17,28,1100,1500,30,30,---,---,5.5,6,very bright,very bright,"medium, light"
Castanea dentata,15,19,1000,1100,25,25,---,---,6,7,very bright,very bright,"medium, light"
Castanea mollissima,15,26,1000,1400,35,30,---,---,5.5,6.5,very bright,very bright,"medium, light"
Castanea pumila,15,25,1100,1300,25,20,---,---,5.5,6,very bright,very bright,"medium, light"
Casuarina campestris,18,30,250,350,25,25,---,---,6.5,7.5,very bright,very bright,"heavy, medium, light"
Casuarina cristata,24,34,500,600,22,22,---,---,6.5,8,very bright,very bright,"heavy, medium"
Casuarina cunninghamiana,20,36,600,1500,14,12,---,---,5.5,6.5,very bright,very bright,"medium, light"
Casuarina decaisneana,20,35,200,250,21.5,21.5,---,---,5.5,6.5,very bright,very bright,"medium, light"
Casuarina dielsiana,22,32,400,500,26,26,---,---,6.5,7.5,very bright,very bright,"medium, light"
Casuarina fraseriana,18,28,750,1000,31,31,---,---,5,6.5,very bright,cloudy skies,light
Casuarina glauca,20,30,700,1300,25,-,---,---,4.5,7,very bright,very bright,"heavy, medium"
Casuarina huegeliana,22,35,400,650,25,25,---,---,6,7,very bright,very bright,light
Casuarina junghuhniana,20,28,1000,1600,-,-,---,---,4.5,7,very bright,clear skies,"medium, light"
Casuarina littoralis,18,28,650,1250,10,10,---,---,5.5,7.5,very bright,clear skies,light
Casuarina luehmannii,25,35,500,650,20,20,---,---,6,7,very bright,cloudy skies,"heavy, medium, light"
Casuarina obesa,20,34,300,800,26,26,---,---,5.5,7,very bright,clear skies,"medium, light"
Casuarina stricta,18,25,450,700,30,30,---,---,6.5,7.5,very bright,clear skies,"medium, light"
Casuarina torulosa,20,30,1200,2200,15,15,---,---,5.5,6.5,very bright,clear skies,"heavy, medium"
Catha edulis,18,24,800,1100,-,-,---,---,6.5,7.5,very bright,clear skies,medium
Cedrus deodara,22,32,1000,1800,25,25,---,---,5.5,6.5,very bright,clear skies,"medium, light"
Cenchrus biflorus,28,35,400,500,-,-,---,---,5.5,7,very bright,cloudy skies,light
Cenchrus pennisetiformis,26,32,370,560,-,-,---,---,6.5,7.5,very bright,cloudy skies,"medium, light"
Cenchrus setigerus,28,35,500,1000,-,-,---,---,7,7.5,very bright,cloudy skies,light
Centrosema acutifolium,22,28,1000,2500,2,-,---,---,5,5.5,very bright,clear skies,"medium, light"
Centrosema macrocarpum,22,28,1000,2500,-,-,---,---,5,6,very bright,cloudy skies,medium
Centrosema pascuorum,22,32,700,1500,-,-,---,---,5.5,7.5,clear skies,cloudy skies,"heavy, medium, light, wide"
Centrosema virginianum,22,30,500,1000,-,-,---,---,6,7,clear skies,clear skies,"heavy, medium, light"
Cephaelis ipecacuanha,23,27,1300,1700,-,-,---,---,5,6,clear skies,cloudy skies,"heavy, medium, light, organic"
Ceratonia siliqua,20,32,400,1000,27,25,---,---,6,7.5,very bright,clear skies,"medium, light"
Ceratopetalum apetalum,20,28,1200,1800,28,28,---,---,4.5,6,very bright,clear skies,light
Ceriops decandra,22,28,1500,3500,-,-,---,---,6.8,7.2,very bright,clear skies,heavy
Ceriops tagal,20,30,1500,3000,-,-,---,---,6.8,7.2,very bright,clear skies,heavy
Chamaedorea sp.,22,32,1500,3000,-,-,---,---,5,6,very bright,clear skies,"heavy, medium, light"
Chamaedorea tepejilote,20,28,1000,2500,5,-,---,---,6.5,7.5,cloudy skies,light shade,"medium, organic"
Chamaerops humilis,18,30,500,700,35,35,---,---,6.5,7.5,very bright,clear skies,heavy
Chenopodium album ssp. album,12,18,800,1200,-,-,---,---,6,7,very bright,clear skies,"heavy, medium, light"
Chenopodium ambrosioides,15,22,800,1500,20,-,---,---,6.5,7.5,very bright,clear skies,medium
Chenopodium pallidicaule,10,16,500,800,-,-,---,---,6,7.5,very bright,clear skies,"medium, light"
Chlorogalum pomeridianum,14,28,300,700,30,28,---,---,6.5,7.5,cloudy skies,very bright,"heavy, medium, light, wide, organic"
Chlorophora excelsa,18,33,1000,1800,-,-,---,---,5,6.5,very bright,very bright,medium
Chloroxylon swietenia,30,40,1000,1500,10,10,---,---,6,7,very bright,very bright,"medium, light"
Chrysanthemum coccineum,12,20,800,1100,-,25,---,---,6,6.5,very bright,clear skies,medium
Chrysanthemum coronarium var. coronarium,12,18,800,1300,30,20,---,---,6,6.5,very bright,cloudy skies,"heavy, medium"
Chrysophyllum albidum,18,28,1300,2000,-,-,---,---,5,6.5,clear skies,very bright,"medium, light"
Chrysopogon plumulosus,30,35,300,625,-,-,---,---,6.5,7.5,very bright,very bright,light
Chukrasia velutina,25,35,1800,3000,10,-,---,---,5.5,6.5,very bright,clear skies,"medium, light"
Cinchona calisaya,17,24,2500,3000,-,-,---,---,5,6,very bright,cloudy skies,"light, organic"
Cinchona ledgeriana,17,24,2500,3000,-,-,---,---,5,6,very bright,cloudy skies,"light, organic"
Cinchona officinalis,14,23,2500,3500,-,-,---,---,5.5,6.3,very bright,cloudy skies,"medium, light"
Cinnamomum burmannii,20,28,2000,2500,-,-,---,---,5.5,6,very bright,clear skies,medium
Cinnamomum cassia,15,32,1100,1500,10,10,---,---,5,5.5,very bright,clear skies,"medium, light"
Cinnamomum loureirii,20,30,2500,3000,10,-,---,---,5,6.4,very bright,clear skies,"heavy, medium, light"
Citrofortunella x microcarpa,15,28,1500,2000,-,-,---,---,6,6.5,very bright,clear skies,"medium, organic"
Citrullus colocynthis,23,32,300,500,-,-,---,---,4.5,7.5,very bright,very bright,light
Citrus deliciosa,22,26,1200,1500,20,20,---,---,5.5,6.2,very bright,very bright,medium
Citrus latifolia,20,28,1200,1500,-,-,---,---,5.5,6.5,very bright,very bright,"medium, light"
Citrus madurensis,22,28,1500,2000,5,5,---,---,5.5,7,very bright,very bright,"medium, organic"
Citrus unshiu,18,28,1200,1500,30,20,---,---,5.5,6.5,very bright,very bright,"medium, light"
Clausena lansium,22,30,2000,3000,-,-,---,---,5,6,very bright,clear skies,"medium, light"
Cleistogenes chinensis,16,27,450,600,35,35,---,---,6,7.5,very bright,clear skies,medium
Cleistogenes squarrosa,9,28,400,600,40,40,---,---,5,7.5,very bright,very bright,"heavy, medium, light"
Cleistopholis glauca,28,36,2000,3500,-,-,---,---,5,6.5,very bright,very bright,"medium, light"
Clinelymus dahuricus,18,28,400,500,40,40,---,---,6.5,8,very bright,very bright,light
Clitoria laurifolia,21,28,700,1800,-,-,---,---,4.5,5,very bright,clear skies,"heavy, medium, light"
Cnicus benedictus,18,26,600,800,40,40,---,---,6,7,very bright,very bright,"medium, light"
Cnidoscolus chayamansa,20,32,1000,2000,15,10,---,---,5.5,6.5,very bright,clear skies,"heavy, medium, light"
Cochlospermum religiosum,30,42,900,1500,5,5,---,---,5.5,6.5,very bright,very bright,light
Cola acuminata,23,28,2000,3000,-,-,---,---,5,6,very bright,clear skies,"light, organic"
Cola nitida,21,30,1400,2500,5,5,---,---,5,6,very bright,clear skies,"medium, organic"
Colchicum autumnale,10,20,800,1000,-,-,---,---,5.5,6.5,very bright,clear skies,"heavy, medium"
Coleus parviflorus,18,28,1500,1700,-,-,---,---,6,6.5,clear skies,cloudy skies,medium
Colocasia esculenta var. antiquorum,19,25,1500,2000,-,-,---,---,5.5,6.5,clear skies,clear skies,"medium, organic"
Colophospermum mopane,26,36,250,500,-,-,---,---,5.5,7.5,very bright,clear skies,"heavy, medium"
Combretum aculeatum,20,30,300,700,-,-,---,---,6,7,very bright,very bright,"medium, light"
Combretum micranthum,22,35,500,1300,10,5,---,---,6,7,very bright,very bright,"heavy, medium, light"
Commiphora africana,23,33,400,800,-,-,---,---,6,7.5,very bright,very bright,"heavy, medium, light, wide, organic"
Conocarpus erectus,20,30,1500,2500,-,-,---,---,5,7,very bright,clear skies,heavy
Conocarpus lancifolius,22,38,350,500,10,8,---,---,6.5,7.5,very bright,very bright,light
Copaifera langsdorfii,20,27,1000,4000,-,-,---,---,-,-,,,medium
Corchorus capsularis,20,37,1500,3000,10,10,---,---,6.5,7,very bright,clear skies,"heavy, medium"
Cordeauxia edulis,25,30,200,400,5,-,---,---,6.5,7.5,very bright,very bright,light
Cordia africana,25,30,700,1500,-,-,---,---,5,6,very bright,very bright,"medium, organic"
Cornus canadensis,10,18,800,1250,40,32,---,---,5.5,7.5,light shade,cloudy skies,medium
Coronilla varia,15,28,600,800,30,25,---,---,6,7,clear skies,very bright,"heavy, medium"
Corylus colurna var. colurna,16,28,900,1100,25,25,---,---,6.5,7.3,very bright,very bright,medium
Corylus maxima,20,27,800,1200,-,-,---,---,6,6.5,very bright,very bright,medium
Cotylelobium burckii,22,34,2100,2700,-,-,---,---,4,4.5,very bright,clear skies,light
Cotylelobium lanceolatum,19,34,2100,2700,-,-,---,---,4,4.5,very bright,clear skies,"light, organic"
Cotylelobium melanoxylon,22,34,2100,2700,-,-,---,---,4,4.5,very bright,clear skies,"medium, light"
Coula edulis,25,35,1000,2000,-,-,---,---,5,6.5,clear skies,very bright,"heavy, medium, light, wide, organic"
Crambe abyssinica,15,25,800,1500,30,-,---,---,6,7.5,very bright,very bright,medium
Crambe cordifolia,15,24,500,800,-,-,---,---,6.5,8,clear skies,very bright,"heavy, medium, organic"
Crambe maritima,14,24,600,1000,40,40,---,---,6.5,7.5,very bright,very bright,light
Crocus sativus,7,19,800,900,30,30,---,---,6,7,very bright,clear skies,medium
Crotalaria brevides var. brevides,16,26,1400,2000,20,-,---,---,6,6.5,very bright,cloudy skies,"medium, light"
Crotalaria lanceolata,20,28,1100,1600,-,-,---,---,5.5,6.5,very bright,cloudy skies,"medium, light"
Crotalaria spectabilis,21,28,1200,1600,-,-,---,---,6,6.5,very bright,clear skies,"heavy, medium"
Cryptocarya erythroxylon,18,28,1200,1500,28,28,---,---,5,6,very bright,clear skies,heavy
Cryptomeria japonica,15,23,2000,2500,30,30,---,---,5,6.5,very bright,cloudy skies,"heavy, medium, light"
Cryptotaenia japonica,15,27,600,3000,27,25,---,---,5,7.5,light shade,cloudy skies,"heavy, medium, organic"
Cucumis anguria,21,28,800,1000,-,-,---,---,6,7.5,clear skies,clear skies,"medium, organic"
Cucurbita ficifolia,15,21,800,1200,-,-,---,---,6.4,7.5,very bright,very bright,medium
Cucurbita foetidissima,20,30,400,600,-,-,---,---,6,7,very bright,very bright,"medium, light"
Cucurbita mixta,16,28,1000,1600,10,10,---,---,5.5,6.8,clear skies,clear skies,medium
Cullenia rosayroana,30,35,3000,4000,-,-,---,---,5,6,very bright,cloudy skies,medium
Cuminum cyminum,17,26,1200,1800,20,-,---,---,5,6.5,very bright,very bright,"medium, organic"
Cunninghamia lanceolata,20,27,1300,1700,23,23,---,---,5.5,6.5,very bright,very bright,light
Cupressus arizonica,18,35,400,600,25,25,---,---,6.5,7.5,very bright,cloudy skies,"medium, light"
Cupressus lusitanica,16,32,1500,2000,15,15,---,---,5.5,6.5,very bright,cloudy skies,medium
Cupressus macrocarpa,20,32,900,1400,35,25,---,---,5.5,7,very bright,cloudy skies,"medium, light"
Cupressus torulosa,20,32,800,1600,28,25,---,---,5.5,7,very bright,clear skies,"medium, light"
Curcuma zedoaria,22,27,1100,1500,20,20,---,---,5.5,6.5,cloudy skies,light shade,medium
Cybistax donnellsmithii,22,28,1500,2500,13,13,---,---,5.5,6.5,very bright,very bright,"medium, light"
Cydonia oblonga,10,30,700,900,30,10,---,---,6,6.5,very bright,clear skies,"heavy, medium"
Cymbopogon martini var. motia,24,30,800,900,-,-,---,---,6,7,very bright,cloudy skies,light
Cymbopogon nardus var. lenabatu,20,30,1300,2000,-,-,---,---,4.5,6,very bright,very bright,"medium, light"
Cymbopogon martini var. sofia,24,30,1200,1800,-,-,---,---,5.5,6.5,very bright,cloudy skies,medium
Cymbopogon nardus var. mahapengiri,22,30,1500,2200,-,-,---,---,5,6,very bright,very bright,medium
Cynara cardunculus,14,28,550,800,28,26,---,---,5.5,7,clear skies,very bright,"heavy, medium, organic"
Cynodon nlemfuensis,18,24,800,1200,-,-,---,---,5.5,6.5,very bright,clear skies,medium
Cynodon plectostachyus,20,27,500,1500,-,-,---,---,7,7.5,very bright,clear skies,"heavy, medium, light"
Cynometra cauliflora,22,35,1500,2000,-,-,---,---,5,6,very bright,clear skies,"heavy, medium, light"
Cyperus esculentus,14,26,500,1000,-,-,---,---,5,7,very bright,clear skies,"medium, light"
Cyperus longus,14,32,300,900,20,-,---,---,5.5,7.5,clear skies,very bright,medium
Cytisus proliferus,18,23,500,800,25,25,---,---,5,7,clear skies,cloudy skies,"medium, light"
Dacrydium franklinii,14,26,1500,1800,41.5,41.5,---,---,5.5,6.5,very bright,clear skies,"light, organic"
Dacryodes edulis,14,35,1200,3000,-,-,---,---,5,6.5,light shade,clear skies,"heavy, medium, light, wide, organic"
Dactylis glomerata,12,26,500,1000,35,-,---,---,6,6.5,cloudy skies,very bright,"heavy, medium"
Dactylis glomerata ssp. hispanica,16,25,400,600,30,30,---,---,6,7,very bright,clear skies,light
Dactyloctenium giganteum,22,30,450,500,-,-,---,---,5.5,6.5,very bright,very bright,light
Dalbergia latifolia,16,35,1500,2500,-,-,---,---,5.5,6.5,very bright,cloudy skies,"heavy, medium"
